Feedback_ID,Category,Feedback_Text
715,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
716,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
717,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
718,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
719,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
720,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
721,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
722,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
723,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
724,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
725,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
726,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
727,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
728,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
729,Complaint,"Streetlights are not maintained, making roads unsafe at night."
730,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
731,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
732,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
733,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
734,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
735,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
736,Complaint,"Streetlights are not maintained, making roads unsafe at night."
737,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
738,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
739,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
740,Complaint,"Streetlights are not maintained, making roads unsafe at night."
741,Complaint,Public parks are not maintained well and are often dirty.
742,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
743,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
744,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
745,Complaint,Public parks are not maintained well and are often dirty.
746,Complaint,"Streetlights are not maintained, making roads unsafe at night."
747,Complaint,"Streetlights are not maintained, making roads unsafe at night."
748,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
749,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
750,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
751,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
752,Complaint,"Streetlights are not maintained, making roads unsafe at night."
753,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
754,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
755,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
756,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
757,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
758,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
759,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
760,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
761,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
762,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
763,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
764,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
765,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
766,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
767,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
768,Complaint,"Streetlights are not maintained, making roads unsafe at night."
769,Complaint,"Streetlights are not maintained, making roads unsafe at night."
770,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
771,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
772,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
773,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
774,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
775,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
776,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
777,Complaint,Public parks are not maintained well and are often dirty.
778,Complaint,"Streetlights are not maintained, making roads unsafe at night."
779,Complaint,"Streetlights are not maintained, making roads unsafe at night."
780,Complaint,"Streetlights are not maintained, making roads unsafe at night."
781,Complaint,Public parks are not maintained well and are often dirty.
782,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
783,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
784,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
785,Complaint,Public parks are not maintained well and are often dirty.
786,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
787,Complaint,Public parks are not maintained well and are often dirty.
788,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
789,Complaint,Public parks are not maintained well and are often dirty.
790,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
791,Complaint,Public parks are not maintained well and are often dirty.
792,Complaint,Public parks are not maintained well and are often dirty.
793,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
794,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
795,Complaint,"Streetlights are not maintained, making roads unsafe at night."
796,Complaint,"Streetlights are not maintained, making roads unsafe at night."
797,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
798,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
799,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
800,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
801,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
802,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
803,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
804,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
805,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
806,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
807,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
808,Complaint,"Streetlights are not maintained, making roads unsafe at night."
809,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
810,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
811,Complaint,Public parks are not maintained well and are often dirty.
812,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
813,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
814,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
815,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
816,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
817,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
818,Complaint,"Streetlights are not maintained, making roads unsafe at night."
819,Complaint,Public parks are not maintained well and are often dirty.
820,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
821,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
822,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
823,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
824,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
825,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
826,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
827,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
828,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
829,Complaint,"Streetlights are not maintained, making roads unsafe at night."
830,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
831,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
832,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
833,Complaint,"Streetlights are not maintained, making roads unsafe at night."
834,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
835,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
836,Complaint,"Streetlights are not maintained, making roads unsafe at night."
837,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
838,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
839,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
840,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
841,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
842,Complaint,"Streetlights are not maintained, making roads unsafe at night."
843,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
844,Complaint,Public parks are not maintained well and are often dirty.
845,Complaint,"Streetlights are not maintained, making roads unsafe at night."
846,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
847,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
848,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
849,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
850,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
851,Complaint,"Streetlights are not maintained, making roads unsafe at night."
852,Complaint,Public parks are not maintained well and are often dirty.
853,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
854,Complaint,Public parks are not maintained well and are often dirty.
855,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
856,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
857,Complaint,Public parks are not maintained well and are often dirty.
858,Complaint,Public parks are not maintained well and are often dirty.
859,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
860,Complaint,"Streetlights are not maintained, making roads unsafe at night."
861,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
862,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
863,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
864,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
865,Complaint,Public parks are not maintained well and are often dirty.
866,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
867,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
868,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
869,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
870,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
871,Complaint,"Streetlights are not maintained, making roads unsafe at night."
872,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
873,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
874,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
875,Complaint,"Streetlights are not maintained, making roads unsafe at night."
876,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
877,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
878,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
879,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
880,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
881,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
882,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
883,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
884,Complaint,"Streetlights are not maintained, making roads unsafe at night."
885,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
886,Complaint,Public parks are not maintained well and are often dirty.
887,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
888,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
889,Complaint,Public parks are not maintained well and are often dirty.
890,Complaint,Public parks are not maintained well and are often dirty.
891,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
892,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
893,Complaint,Public parks are not maintained well and are often dirty.
894,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
895,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
896,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
897,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
898,Complaint,"Streetlights are not maintained, making roads unsafe at night."
899,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
900,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
901,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
902,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
903,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
904,Complaint,Public parks are not maintained well and are often dirty.
905,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
906,Complaint,"Streetlights are not maintained, making roads unsafe at night."
907,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
908,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
909,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
910,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
911,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
912,Complaint,"Streetlights are not maintained, making roads unsafe at night."
913,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
914,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
915,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
916,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
917,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
918,Complaint,"Streetlights are not maintained, making roads unsafe at night."
919,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
920,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
921,Complaint,"Streetlights are not maintained, making roads unsafe at night."
922,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
923,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
924,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
925,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
926,Complaint,Public parks are not maintained well and are often dirty.
927,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
928,Complaint,"Streetlights are not maintained, making roads unsafe at night."
929,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
930,Complaint,Public parks are not maintained well and are often dirty.
931,Complaint,"Streetlights are not maintained, making roads unsafe at night."
932,Complaint,"Streetlights are not maintained, making roads unsafe at night."
933,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
934,Complaint,"Streetlights are not maintained, making roads unsafe at night."
935,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
936,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
937,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
938,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
939,Complaint,"Streetlights are not maintained, making roads unsafe at night."
940,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
941,Complaint,Public parks are not maintained well and are often dirty.
942,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
943,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
944,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
945,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
946,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
947,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
948,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
949,Complaint,"Streetlights are not maintained, making roads unsafe at night."
950,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
951,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
952,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
953,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
954,Complaint,"Streetlights are not maintained, making roads unsafe at night."
955,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
956,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
957,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
958,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
959,Complaint,"Streetlights are not maintained, making roads unsafe at night."
960,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
961,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
962,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
963,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
964,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
965,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
966,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
967,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
968,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
969,Complaint,"Streetlights are not maintained, making roads unsafe at night."
970,Complaint,Public parks are not maintained well and are often dirty.
971,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
972,Complaint,"Streetlights are not maintained, making roads unsafe at night."
973,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
974,Complaint,"Streetlights are not maintained, making roads unsafe at night."
975,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
976,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
977,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
978,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
979,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
980,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
981,Complaint,"Streetlights are not maintained, making roads unsafe at night."
982,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
983,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
984,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
985,Complaint,Public parks are not maintained well and are often dirty.
986,Complaint,Public parks are not maintained well and are often dirty.
987,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
988,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
989,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
990,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
991,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
992,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
993,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
994,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
995,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
996,Complaint,Public parks are not maintained well and are often dirty.
997,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
998,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
999,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1000,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1001,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1002,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1003,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1004,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1005,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1006,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1007,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1008,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1009,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1010,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1011,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1012,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1013,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1014,Complaint,Public parks are not maintained well and are often dirty.
1015,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1016,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1017,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1018,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1019,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1020,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1021,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1022,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1023,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1024,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1025,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1026,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1027,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1028,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1029,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1030,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1031,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1032,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1033,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1034,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1035,Complaint,Public parks are not maintained well and are often dirty.
1036,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1037,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1038,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1039,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1040,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1041,Complaint,Public parks are not maintained well and are often dirty.
1042,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1043,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1044,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1045,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1046,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1047,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1048,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1049,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1050,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1051,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1052,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1053,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1054,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1055,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1056,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1057,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1058,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1059,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1060,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1061,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1062,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1063,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1064,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1065,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1066,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1067,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1068,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1069,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1070,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1071,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1072,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1073,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1074,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1075,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1076,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1077,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1078,Complaint,Public parks are not maintained well and are often dirty.
1079,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1080,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1081,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1082,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1083,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1084,Complaint,Public parks are not maintained well and are often dirty.
1085,Complaint,Public parks are not maintained well and are often dirty.
1086,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1087,Complaint,Public parks are not maintained well and are often dirty.
1088,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1089,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1090,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1091,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1092,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1093,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1094,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1095,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1096,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1097,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1098,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1099,Complaint,Public parks are not maintained well and are often dirty.
1100,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1101,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1102,Complaint,Public parks are not maintained well and are often dirty.
1103,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1104,Complaint,Public parks are not maintained well and are often dirty.
1105,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1106,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1107,Complaint,Public parks are not maintained well and are often dirty.
1108,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1109,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1110,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1111,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1112,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1113,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1114,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1115,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1116,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1117,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1118,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1119,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1120,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1121,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1122,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1123,Complaint,Public parks are not maintained well and are often dirty.
1124,Complaint,Public parks are not maintained well and are often dirty.
1125,Complaint,Public parks are not maintained well and are often dirty.
1126,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1127,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1128,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1129,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1130,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1131,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1132,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1133,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1134,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1135,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1136,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1137,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1138,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1139,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1140,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1141,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1142,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1143,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1144,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1145,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1146,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1147,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1148,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1149,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1150,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1151,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1152,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1153,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1154,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1155,Complaint,Public parks are not maintained well and are often dirty.
1156,Complaint,Public parks are not maintained well and are often dirty.
1157,Complaint,Public parks are not maintained well and are often dirty.
1158,Complaint,Public parks are not maintained well and are often dirty.
1159,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1160,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1161,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1162,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
